"Dsyl_CEN_selection_time" "Dsyl_CEN_selection_density" "Dsyl_TCF1_selection_time" "Dsyl_TCF1_selection_density" "Dcar_TCF1_selection_time" "Dcar_TCF1_selection_density" "Dcar_FT_selection_time" "Dcar_FT_selection_density"
-0.671622162982269 0.00177416858648525 -1.97412987900664 0.00188059553000454 -2.24698615462596 0.000319847151254807 -3.8053053676694 0.000688056671413038
-0.666034263826593 0.00176083784570663 -1.96465875088471 0.00208279040489909 -2.23794158959379 0.000303800085287229 -3.79103035472281 0.000710055899764345
-0.660446364670917 0.00173660716348211 -1.95518762276279 0.00231548896362484 -2.22889702456162 0.000295486489887189 -3.77675534177622 0.000741800375257764
-0.654858465515241 0.00170263772145985 -1.94571649464086 0.00258134360137044 -2.21985245952945 0.000296389729940563 -3.76248032882964 0.000785481970577669
-0.649270566359565 0.00166015411917839 -1.93624536651893 0.00288239639966655 -2.21080789449728 0.000306431052925611 -3.74820531588305 0.000843220108847682
-0.643682667203889 0.00161094875408765 -1.92677423839701 0.00321990182756463 -2.20176332946511 0.000324969483343478 -3.73393030293646 0.000919349002536523
-0.638094768048212 0.00155812859951061 -1.91730311027508 0.00359415357450268 -2.19271876443294 0.000351455336166345 -3.71965528998987 0.001014594276142
-0.632506868892536 0.00150414079626014 -1.90783198215315 0.00400432246453938 -2.18367419940077 0.000385048192022637 -3.70538027704328 0.00112979391969255
-0.62691896973686 0.00145164594900001 -1.89836085403123 0.00444861208208514 -2.17462963436859 0.000424662472035296 -3.69110526409669 0.00126618420578287
-0.621331070581184 0.00140347763739324 -1.8888897259093 0.00492635007285776 -2.16558506933642 0.000469021610263031 -3.6768302511501 0.00142477101038958
-0.615743171425508 0.00136259387818123 -1.87941859778738 0.00542686598996406 -2.15654050430425 0.000516719141023803 -3.66255523820351 0.00160633608702512
-0.610155272269832 0.00133202111422789 -1.86994746966545 0.00594296004470009 -2.14749593927208 0.00056628467407909 -3.64828022525693 0.00181144914350502
-0.604567373114155 0.001314791537829 -1.86047634154352 0.00646626231211959 -2.13845137423991 0.000616159856102005 -3.63400521231034 0.0020404848249539
-0.598979473958479 0.00131549406343436 -1.8510052134216 0.00698748270398396 -2.12940680920774 0.00066467131427318 -3.61973019936375 0.00229651742591421
